"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V490","2020-02-15 03:00:00","20.000","135.000","1.100","24.100","0.990","1013.200","","0.000","-99.000","-99.000","-99.000","24.700","","24.100",""
"C0M710","2020-02-15 03:00:00","15.000","10.000","1.700","20.200","0.940","1014.100","","0.000","-99.000","-99.000","-99.000","20.600","","20.200",""
"C0D570","2020-02-15 03:00:00","15.000","0.000","0.000","18.800","0.990","1014.900","","0.000","-99.000","-99.000","-99.000","18.800","","18.600",""
"C0S910","2020-02-15 03:00:00","212.000","276.000","0.300","23.100","0.990","993.500","","0.000","-99.000","-99.000","-99.000","23.300","","22.900",""
"C0M650","2020-02-15 03:00:00","20.000","21.000","1.700","20.200","0.940","1013.600","","0.000","-99.000","-99.000","-99.000","20.700","","20.200",""
"C0K280","2020-02-15 03:00:00","23.000","8.000","1.400","19.800","0.980","1015.400","","0.000","-99.000","-99.000","-99.000","20.800","","19.800",""
"C0X310","2020-02-15 03:00:00","9.000","17.000","2.700","21.400","0.890","1015.200","","0.000","-99.000","-99.000","-99.000","21.900","","21.300",""
"C0A9C0","2020-02-15 03:00:00","35.000","139.000","1.400","19.100","0.930","1013.800","","0.000","-99.000","-99.000","-99.000","19.500","","18.900",""
"C0V810","2020-02-15 03:00:00","32.000","157.000","0.800","23.900","1.000","1010.600","","0.000","-99.000","-99.000","-99.000","23.900","","23.000",""
"C0E730","2020-02-15 03:00:00","26.000","130.000","0.300","19.400","0.880","1011.900","","0.000","-99.000","-99.000","-99.000","19.500","","19.300",""
"C0V770","2020-02-15 03:00:00","26.000","33.000","0.600","22.400","0.890","1012.200","","0.000","-99.000","-99.000","-99.000","23.400","","22.400",""
"C0UA10","2020-02-15 03:00:00","1711.000","325.000","1.100","10.200","1.000","835.100","","0.000","-99.000","-99.000","-99.000","11.400","","10.200",""
"C0R660","2020-02-15 03:00:00","20.000","129.000","0.500","21.900","0.860","1013.900","","0.000","-99.000","-99.000","-99.000","23.100","","21.700",""
"C0M640","2020-02-15 03:00:00","155.000","0.000","0.200","19.900","0.990","997.600","","0.000","-99.000","-99.000","-99.000","20.800","","19.800",""
"C0S660","2020-02-15 03:00:00","794.000","202.000","1.200","15.400","0.920","930.500","","0.000","-99.000","-99.000","-99.000","16.300","","15.100",""
"C0G900","2020-02-15 03:00:00","20.000","27.000","1.600","20.600","0.920","1012.400","","0.000","-99.000","-99.000","-99.000","20.600","","20.300",""
"C0AD40","2020-02-15 03:00:00","32.000","23.000","1.300","19.100","0.920","1013.500","","0.000","-99.000","-99.000","-99.000","19.100","","18.800",""
"C0UA00","2020-02-15 03:00:00","392.000","0.000","0.200","17.300","0.980","973.500","","0.000","-99.000","-99.000","-99.000","19.500","","17.300",""
"C0I080","2020-02-15 03:00:00","536.000","254.000","0.400","16.900","0.920","958.400","","0.000","-99.000","-99.000","-99.000","17.900","","16.900",""
"C0UA30","2020-02-15 03:00:00","1397.000","223.000","0.300","13.700","1.000","864.100","","0.000","-99.000","-99.000","-99.000","14.300","","13.500",""
"C0Z270","2020-02-15 03:00:00","343.000","33.000","2.000","19.900","0.990","978.500","","0.000","-99.000","-99.000","-99.000","20.700","","19.900",""
"C0G750","2020-02-15 03:00:00","31.000","353.000","1.200","19.800","0.900","1013.100","","0.000","-99.000","-99.000","-99.000","20.600","","19.800",""
"C0A550","2020-02-15 03:00:00","422.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G830","2020-02-15 03:00:00","27.000","357.000","2.200","19.800","0.990","1011.000","","0.000","-99.000","-99.000","-99.000","20.500","","19.800",""
"C0E810","2020-02-15 03:00:00","53.000","0.000","0.000","18.000","0.990","1010.600","","0.000","-99.000","-99.000","-99.000","18.100","","17.900",""
"C0R640","2020-02-15 03:00:00","21.000","65.000","1.800","24.000","0.910","1013.700","","0.000","-99.000","-99.000","-99.000","25.200","","24.000",""
"C0D580","2020-02-15 03:00:00","120.000","0.000","0.000","18.500","0.940","1002.500","","0.000","-99.000","-99.000","-99.000","18.500","","18.200",""
"C0M660","2020-02-15 03:00:00","40.000","8.000","1.600","20.300","0.950","1011.600","","0.000","-99.000","-99.000","-99.000","21.100","","20.300",""
"C0K330","2020-02-15 03:00:00","38.000","349.000","0.700","19.800","0.970","1011.000","","0.000","-99.000","-99.000","-99.000","20.700","","19.800",""
"C0E830","2020-02-15 03:00:00","37.000","74.000","1.900","19.800","0.900","1011.500","","0.000","-99.000","-99.000","-99.000","19.800","","19.500",""
"C0X290","2020-02-15 03:00:00","10.000","34.000","3.300","21.000","0.910","1014.300","","0.000","-99.000","-99.000","-99.000","21.900","","21.000",""
"C0U760","2020-02-15 03:00:00","22.000","0.000","0.000","20.800","0.990","1016.200","","0.000","-99.000","-99.000","-99.000","21.100","","20.600",""
"C0U780","2020-02-15 03:00:00","15.000","125.000","0.300","20.600","0.990","1016.000","","0.000","-99.000","-99.000","-99.000","20.600","","20.300",""
"C0H9C0","2020-02-15 03:00:00","3402.000","62.000","0.900","2.200","0.970","678.400","","0.000","-99.000","-99.000","-99.000","3.500","","2.200",""
"C0V650","2020-02-15 03:00:00","28.000","18.000","0.500","22.200","0.980","1014.000","","0.000","-99.000","-99.000","-99.000","22.600","","22.200",""
"C0R720","2020-02-15 03:00:00","214.000","64.000","0.800","22.800","0.960","992.000","","0.000","-99.000","-99.000","-99.000","23.100","","22.700",""
"C0K470","2020-02-15 03:00:00","97.000","0.000","0.200","19.800","0.990","1004.400","","0.000","-99.000","-99.000","-99.000","21.500","","19.800",""
"C0T9N0","2020-02-15 03:00:00","261.000","151.000","0.300","20.600","0.940","987.600","","0.000","-99.000","-99.000","-99.000","22.500","","20.600",""
"CM0180","2020-02-15 03:00:00","313.000","0.000","0.000","18.900","0.990","980.900","","0.000","-99.000","-99.000","-99.000","20.600","","18.900",""
"C0Z070","2020-02-15 03:00:00","247.000","345.000","1.900","20.700","0.990","988.500","","0.000","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0Z280","2020-02-15 03:00:00","224.000","284.000","0.700","20.300","0.990","992.700","","0.000","-99.000","-99.000","-99.000","21.100","","20.300",""
"C0SA40","2020-02-15 03:00:00","200.000","0.000","0.000","19.500","0.970","994.600","","0.000","-99.000","-99.000","-99.000","21.200","","19.300",""
"C0V440","2020-02-15 03:00:00","27.000","131.000","0.800","22.100","0.930","1011.800","","0.000","-99.000","-99.000","-99.000","23.300","","22.000",""
"C0R490","2020-02-15 03:00:00","49.000","38.000","0.700","22.200","0.970","1009.200","","0.000","-99.000","-99.000","-99.000","23.700","","22.200",""
"C0B010","2020-02-15 03:00:00","38.000","41.000","1.700","18.500","0.990","1010.700","","0.000","-99.000","-99.000","-99.000","18.900","","18.500",""
"C0X230","2020-02-15 03:00:00","29.000","7.000","1.700","20.400","0.930","1013.600","","0.000","-99.000","-99.000","-99.000","20.700","","20.400",""
"C0S770","2020-02-15 03:00:00","375.000","266.000","0.600","20.200","0.980","974.000","","0.000","-99.000","-99.000","-99.000","20.600","","20.200",""
"C0H890","2020-02-15 03:00:00","440.000","0.000","0.000","16.900","0.960","965.700","","0.000","-99.000","-99.000","-99.000","18.100","","16.900",""
"C0K480","2020-02-15 03:00:00","56.000","7.000","1.500","19.800","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","20.800","","19.800",""
"C0R540","2020-02-15 03:00:00","17.000","89.000","1.800","22.700","0.750","1013.100","","0.000","-99.000","-99.000","-99.000","23.700","","22.700",""
"C0Z160","2020-02-15 03:00:00","124.000","14.000","3.000","21.500","0.910","1003.800","","0.000","-99.000","-99.000","-99.000","21.900","","21.300",""
"C0AH50","2020-02-15 03:00:00","275.000","114.000","1.700","17.200","0.990","985.200","","0.000","-99.000","-99.000","-99.000","17.200","","16.700",""
"C0F850","2020-02-15 03:00:00","379.000","120.000","0.400","17.800","0.970","972.500","","0.000","-99.000","-99.000","-99.000","19.600","","17.800",""
"C0G800","2020-02-15 03:00:00","15.000","38.000","2.400","19.700","0.990","1014.000","","0.000","-99.000","-99.000","-99.000","20.600","","19.600",""
"C0U890","2020-02-15 03:00:00","116.000","101.000","1.300","20.000","0.990","1005.000","","0.000","-99.000","-99.000","-99.000","21.000","","20.000",""
"C0F860","2020-02-15 03:00:00","2215.000","185.000","0.900","10.700","1.000","783.800","","0.000","-99.000","-99.000","-99.000","11.300","","10.700",""
"CM0170","2020-02-15 03:00:00","106.000","73.000","1.300","20.200","0.980","1004.600","","0.000","-99.000","-99.000","-99.000","21.100","","20.200",""
"C0B020","2020-02-15 03:00:00","86.000","144.000","2.100","17.200","1.000","1005.800","","0.000","-99.000","-99.000","-99.000","17.400","","17.100",""
"C0I390","2020-02-15 03:00:00","1184.000","93.000","1.900","13.100","0.990","888.800","","0.000","-99.000","-99.000","-99.000","14.900","","13.100",""
"C0T9D0","2020-02-15 03:00:00","7.000","27.000","0.900","21.800","0.930","1017.400","","0.000","-99.000","-99.000","-99.000","22.000","","21.600",""
"C0E520","2020-02-15 03:00:00","320.000","0.000","0.200","17.400","1.000","981.000","","0.000","-99.000","-99.000","-99.000","17.700","","16.900",""
"C0C460","2020-02-15 03:00:00","482.000","0.000","0.000","16.100","0.970","962.800","","0.000","-99.000","-99.000","-99.000","17.100","","16.100",""
"C0AI40","2020-02-15 03:00:00","37.000","136.000","1.000","19.100","0.880","1013.400","","0.000","-99.000","-99.000","-99.000","19.700","","19.100",""
"C0O930","2020-02-15 03:00:00","69.000","0.000","0.100","20.400","1.000","1008.600","","0.000","-99.000","-99.000","-99.000","21.300","","20.100",""
"C0T870","2020-02-15 03:00:00","135.000","257.000","0.300","20.000","0.960","1001.700","","0.000","-99.000","-99.000","-99.000","21.400","","20.000",""
"C0A920","2020-02-15 03:00:00","196.000","100.000","1.200","17.000","1.000","993.400","","0.000","-99.000","-99.000","-99.000","17.000","","16.700",""
"C0A940","2020-02-15 03:00:00","49.000","168.000","0.800","17.600","0.990","1012.000","","0.000","-99.000","-99.000","-99.000","18.200","","17.500",""
"C0S740","2020-02-15 03:00:00","289.000","291.000","1.800","20.100","0.810","985.200","","0.000","-99.000","-99.000","-99.000","21.900","","19.700",""
"C0U980","2020-02-15 03:00:00","573.000","302.000","3.300","15.900","1.000","953.500","","0.000","-99.000","-99.000","-99.000","16.000","","15.800",""
"C0V250","2020-02-15 03:00:00","298.000","35.000","1.000","18.900","0.990","981.700","","0.000","-99.000","-99.000","-99.000","19.900","","18.600",""
"C0AH70","2020-02-15 03:00:00","34.000","72.000","1.100","19.400","0.790","1013.900","","0.000","-99.000","-99.000","-99.000","20.000","","19.100",""
"C0M760","2020-02-15 03:00:00","40.000","5.000","0.600","20.700","0.910","1011.200","","0.000","-99.000","-99.000","-99.000","21.400","","20.700",""
"C0O950","2020-02-15 03:00:00","4.000","0.000","0.000","20.700","0.980","1014.200","","0.000","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0F9A0","2020-02-15 03:00:00","425.000","159.000","1.400","20.300","0.870","967.500","","0.000","-99.000","-99.000","-99.000","20.900","","19.700",""
"C0A9F0","2020-02-15 03:00:00","35.000","87.000","0.400","19.200","0.900","1013.800","","0.000","-99.000","-99.000","-99.000","19.900","","19.200",""
"C0I460","2020-02-15 03:00:00","110.000","186.000","1.700","20.500","0.910","1003.500","","0.000","-99.000","-99.000","-99.000","22.200","","20.500",""
"C0W160","2020-02-15 03:00:00","49.000","29.000","5.100","14.600","0.990","1008.200","","0.000","-99.000","-99.000","-99.000","15.000","","14.400",""
"C0E420","2020-02-15 03:00:00","19.000","0.000","0.000","18.900","0.880","1012.300","","0.000","-99.000","-99.000","-99.000","18.900","","18.700",""
"C0R190","2020-02-15 03:00:00","32.000","82.000","0.500","20.700","0.990","1011.000","","0.000","-99.000","-99.000","-99.000","21.800","","20.400",""
"C0I010","2020-02-15 03:00:00","1562.000","76.000","0.700","14.100","0.740","850.900","","0.000","-99.000","-99.000","-99.000","14.300","","12.600",""
"C0F930","2020-02-15 03:00:00","100.000","0.000","0.000","19.400","1.000","1003.900","","0.000","-99.000","-99.000","-99.000","20.100","","19.300",""
"C0X180","2020-02-15 03:00:00","62.000","0.000","0.000","20.600","0.990","1007.900","","0.000","-99.000","-99.000","-99.000","21.600","","20.500",""
"C0ACA0","2020-02-15 03:00:00","25.000","78.000","1.500","19.300","0.940","1013.400","","0.000","-99.000","-99.000","-99.000","19.500","","18.800",""
"C0X260","2020-02-15 03:00:00","39.000","34.000","1.600","20.700","0.950","1011.600","","0.000","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0K500","2020-02-15 03:00:00","12.000","13.000","1.700","19.900","0.990","1013.300","","0.000","-99.000","-99.000","-99.000","20.600","","19.900",""
"CM0010","2020-02-15 03:00:00","68.000","13.000","0.700","18.900","0.850","1009.700","","0.000","-99.000","-99.000","-99.000","19.300","","18.600",""
"C0E430","2020-02-15 03:00:00","258.000","180.000","1.500","18.100","0.940","990.300","","0.000","-99.000","-99.000","-99.000","18.200","","17.900",""
"C0D390","2020-02-15 03:00:00","146.000","0.000","0.000","18.600","0.920","998.200","","0.000","-99.000","-99.000","-99.000","18.600","","18.100",""
"C0T9F0","2020-02-15 03:00:00","251.000","0.000","0.100","20.500","0.940","988.600","","0.000","-99.000","-99.000","-99.000","21.200","","20.500",""
"C0R350","2020-02-15 03:00:00","35.000","102.000","2.100","24.700","0.930","1011.800","","0.000","-99.000","-99.000","-99.000","25.200","","24.300",""
"C0K550","2020-02-15 03:00:00","15.000","5.000","0.500","20.200","0.940","1014.300","","0.000","-99.000","-99.000","-99.000","20.700","","20.200",""
"C0C670","2020-02-15 03:00:00","250.000","88.000","0.500","17.200","0.960","988.200","","0.000","-99.000","-99.000","-99.000","17.200","","16.900",""
"C0A980","2020-02-15 03:00:00","11.000","138.000","0.700","19.200","0.900","1016.800","","0.000","-99.000","-99.000","-99.000","19.500","","19.000",""
"C0UA60","2020-02-15 03:00:00","566.000","140.000","1.000","18.100","0.990","952.800","","0.000","-99.000","-99.000","-99.000","18.900","","18.000",""
"C0V720","2020-02-15 03:00:00","15.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0C480","2020-02-15 03:00:00","105.000","0.000","0.000","18.900","0.870","1004.400","","0.000","-99.000","-99.000","-99.000","19.000","","18.600",""
"C0S900","2020-02-15 03:00:00","27.000","131.000","3.800","25.000","0.860","1013.900","","0.000","-99.000","-99.000","-99.000","25.300","","25.000",""
"C0SA00","2020-02-15 03:00:00","466.000","296.000","2.200","18.700","0.950","963.900","","0.000","-99.000","-99.000","-99.000","20.100","","18.400",""
"C0V730","2020-02-15 03:00:00","33.000","0.000","0.000","23.000","0.990","1012.100","","0.000","-99.000","-99.000","-99.000","24.700","","22.900",""
"C0G730","2020-02-15 03:00:00","27.000","20.000","1.800","19.500","0.960","1013.500","","0.000","-99.000","-99.000","-99.000","20.300","","19.500",""
"C0Z300","2020-02-15 03:00:00","182.000","48.000","0.400","21.200","0.990","997.400","","0.000","-99.000","-99.000","-99.000","22.000","","21.200",""
"C0H9A0","2020-02-15 03:00:00","1595.000","300.000","0.600","12.200","0.920","848.300","","0.000","-99.000","-99.000","-99.000","13.600","","12.000",""
"C0S840","2020-02-15 03:00:00","22.000","277.000","1.100","22.000","0.990","1015.600","","4.500","-99.000","-99.000","-99.000","22.400","","21.900",""
"C0Z150","2020-02-15 03:00:00","27.000","25.000","5.200","22.500","0.900","1014.500","","0.000","-99.000","-99.000","-99.000","23.200","","22.300",""
"C0W170","2020-02-15 03:00:00","42.000","147.000","1.400","13.900","0.980","1011.300","","0.000","-99.000","-99.000","-99.000","15.200","","13.600",""
"C0E540","2020-02-15 03:00:00","32.000","110.000","0.500","18.400","0.930","1013.000","","0.000","-99.000","-99.000","-99.000","19.000","","18.400",""
"C0D660","2020-02-15 03:00:00","65.000","85.000","2.000","19.200","0.890","1008.900","","0.000","-99.000","-99.000","-99.000","19.200","","18.900",""
"C0U650","2020-02-15 03:00:00","442.000","99.000","0.400","17.900","0.990","967.500","","0.000","-99.000","-99.000","-99.000","19.000","","17.900",""
"C0G810","2020-02-15 03:00:00","26.000","350.000","1.600","20.500","0.900","1012.500","","0.000","-99.000","-99.000","-99.000","21.800","","20.500",""
"C0F9Z0","2020-02-15 03:00:00","3193.000","189.000","4.600","5.000","0.830","697.700","","0.000","10.800","226.000","","5.300","","4.200",""
"C0M410","2020-02-15 03:00:00","245.000","343.000","1.100","18.800","0.980","984.200","","0.000","-99.000","-99.000","-99.000","19.900","","18.800",""
"C0I410","2020-02-15 03:00:00","180.000","0.000","0.000","20.000","0.890","994.900","","0.000","-99.000","-99.000","-99.000","21.400","","20.000",""
"C0R840","2020-02-15 03:00:00","536.000","106.000","0.600","20.600","-99.000","955.700","","0.000","-99.000","-99.000","-99.000","20.700","","20.400",""
"C0K250","2020-02-15 03:00:00","12.000","16.000","1.400","19.700","0.940","1014.600","","0.000","-99.000","-99.000","-99.000","20.500","","19.700",""
"C0AH80","2020-02-15 03:00:00","68.000","47.000","2.100","18.300","0.980","1008.600","","0.000","-99.000","-99.000","-99.000","18.800","","18.200",""
