"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"CM0010","2020-02-15 10:00:00","68.000","354.000","0.400","23.100","0.730","1010.100","","0.000","-99.000","-99.000","-99.000","23.100","","18.600",""
"C0K500","2020-02-15 10:00:00","12.000","82.000","1.300","25.700","0.760","1014.300","","0.000","-99.000","-99.000","-99.000","26.000","","19.200",""
"C0X260","2020-02-15 10:00:00","39.000","345.000","1.300","26.500","0.740","1012.800","","0.000","-99.000","-99.000","-99.000","26.500","","19.300",""
"C0ACA0","2020-02-15 10:00:00","25.000","48.000","1.300","24.600","0.670","1013.600","","0.000","-99.000","-99.000","-99.000","25.400","","18.800",""
"C0X180","2020-02-15 10:00:00","62.000","147.000","1.100","26.700","0.800","1009.200","","0.000","-99.000","-99.000","-99.000","26.700","","19.800",""
"C0F930","2020-02-15 10:00:00","100.000","342.000","0.700","23.400","0.900","1005.300","","0.000","-99.000","-99.000","-99.000","27.400","","19.300",""
"C0I010","2020-02-15 10:00:00","1562.000","231.000","1.000","16.900","0.670","852.000","","0.000","-99.000","-99.000","-99.000","17.500","","12.600",""
"C0R190","2020-02-15 10:00:00","32.000","334.000","2.200","27.500","0.660","1012.300","","0.000","-99.000","-99.000","-99.000","27.500","","19.200",""
"C0E420","2020-02-15 10:00:00","19.000","27.000","1.900","21.700","0.800","1013.300","","0.000","-99.000","-99.000","-99.000","21.700","","18.600",""
"C0W160","2020-02-15 10:00:00","49.000","73.000","6.500","15.400","0.980","1009.400","","0.000","-99.000","-99.000","-99.000","15.700","","14.400",""
"C0I460","2020-02-15 10:00:00","110.000","166.000","1.200","26.200","0.620","1004.700","","0.000","-99.000","-99.000","-99.000","26.200","","19.100",""
"C0A9F0","2020-02-15 10:00:00","35.000","0.000","0.000","23.400","0.790","1014.000","","0.000","-99.000","-99.000","-99.000","23.400","","19.000",""
"C0F9A0","2020-02-15 10:00:00","425.000","84.000","0.800","25.800","0.710","968.900","","0.000","-99.000","-99.000","-99.000","25.800","","19.700",""
"C0O950","2020-02-15 10:00:00","4.000","325.000","0.900","26.600","0.780","1015.500","","0.000","-99.000","-99.000","-99.000","26.600","","19.900",""
"C0M760","2020-02-15 10:00:00","40.000","351.000","0.500","26.900","0.690","1012.300","","0.000","-99.000","-99.000","-99.000","26.900","","19.500",""
"C0AH70","2020-02-15 10:00:00","34.000","77.000","0.800","23.600","0.660","1014.100","","0.000","-99.000","-99.000","-99.000","23.700","","19.100",""
"C0V250","2020-02-15 10:00:00","298.000","328.000","0.800","26.600","0.570","982.900","","0.000","-99.000","-99.000","-99.000","26.800","","17.300",""
"C0U980","2020-02-15 10:00:00","573.000","313.000","1.200","19.900","0.970","954.700","","0.000","-99.000","-99.000","-99.000","19.900","","15.700",""
"C0S740","2020-02-15 10:00:00","289.000","137.000","0.700","23.900","0.700","986.500","","0.000","-99.000","-99.000","-99.000","23.900","","18.600",""
"C0A940","2020-02-15 10:00:00","49.000","47.000","0.500","21.900","0.880","1012.700","","0.000","-99.000","-99.000","-99.000","22.100","","17.500",""
"C0A920","2020-02-15 10:00:00","196.000","296.000","1.000","21.200","0.870","994.600","","0.000","-99.000","-99.000","-99.000","23.100","","16.700",""
"C0T870","2020-02-15 10:00:00","135.000","144.000","0.400","23.400","0.770","1002.400","","0.000","-99.000","-99.000","-99.000","23.400","","18.700",""
"C0O930","2020-02-15 10:00:00","69.000","0.000","0.200","26.800","0.830","1009.900","","0.000","-99.000","-99.000","-99.000","26.800","","18.700",""
"C0AI40","2020-02-15 10:00:00","37.000","282.000","1.700","22.500","0.750","1013.800","","0.000","-99.000","-99.000","-99.000","22.700","","19.100",""
"C0C460","2020-02-15 10:00:00","482.000","0.000","0.000","21.300","0.740","963.700","","0.000","-99.000","-99.000","-99.000","21.300","","16.100",""
"C0E520","2020-02-15 10:00:00","320.000","202.000","0.800","24.300","0.720","981.800","","0.000","-99.000","-99.000","-99.000","24.300","","16.900",""
"C0T9D0","2020-02-15 10:00:00","7.000","130.000","0.400","29.000","0.640","1018.400","","0.000","-99.000","-99.000","-99.000","29.000","","20.800",""
"C0I390","2020-02-15 10:00:00","1184.000","246.000","1.200","18.700","0.690","889.800","","0.000","-99.000","-99.000","-99.000","19.200","","11.600",""
"C0B020","2020-02-15 10:00:00","86.000","88.000","2.900","23.000","0.800","1006.500","","0.000","-99.000","-99.000","-99.000","23.000","","17.100",""
"CM0170","2020-02-15 10:00:00","106.000","72.000","1.700","25.400","0.620","1005.800","","0.000","-99.000","-99.000","-99.000","25.400","","17.900",""
"C0F860","2020-02-15 10:00:00","2215.000","219.000","1.600","15.800","0.550","784.600","","0.000","-99.000","-99.000","-99.000","15.800","","9.200",""
"C0U890","2020-02-15 10:00:00","116.000","117.000","1.500","22.500","0.990","1005.900","","0.000","-99.000","-99.000","-99.000","22.500","","20.000",""
"C0G800","2020-02-15 10:00:00","15.000","0.000","0.100","26.300","0.730","1015.200","","0.000","-99.000","-99.000","-99.000","26.300","","18.800",""
"C0F850","2020-02-15 10:00:00","379.000","155.000","1.300","24.900","0.650","973.700","","0.000","-99.000","-99.000","-99.000","24.900","","17.000",""
"C0AH50","2020-02-15 10:00:00","275.000","11.000","1.300","21.100","0.830","986.100","","0.000","-99.000","-99.000","-99.000","22.800","","16.700",""
"C0Z160","2020-02-15 10:00:00","124.000","166.000","0.700","24.700","0.670","1004.900","","0.000","-99.000","-99.000","-99.000","24.700","","20.900",""
"C0R540","2020-02-15 10:00:00","17.000","333.000","2.100","27.800","0.640","1014.400","","0.000","-99.000","-99.000","-99.000","27.800","","21.500",""
"C0K480","2020-02-15 10:00:00","56.000","98.000","0.900","26.600","0.680","1010.100","","0.000","-99.000","-99.000","-99.000","26.800","","19.400",""
"C0H890","2020-02-15 10:00:00","440.000","0.000","0.000","21.800","0.750","967.000","","0.000","-99.000","-99.000","-99.000","21.800","","16.000",""
"C0S770","2020-02-15 10:00:00","375.000","0.000","0.000","23.800","0.890","975.900","","0.500","-99.000","-99.000","-99.000","25.300","","19.100",""
"C0X230","2020-02-15 10:00:00","29.000","31.000","1.600","25.800","0.740","1014.800","","0.000","-99.000","-99.000","-99.000","25.800","","19.300",""
"C0B010","2020-02-15 10:00:00","38.000","58.000","2.400","23.500","0.830","1011.100","","0.000","-99.000","-99.000","-99.000","23.500","","18.400",""
"C0R490","2020-02-15 10:00:00","49.000","266.000","1.800","26.800","0.670","1010.400","","0.000","-99.000","-99.000","-99.000","26.900","","21.000",""
"C0V440","2020-02-15 10:00:00","27.000","142.000","2.300","28.700","0.600","1012.900","","0.000","-99.000","-99.000","-99.000","28.700","","20.700",""
"C0SA40","2020-02-15 10:00:00","200.000","26.000","0.900","25.000","0.710","995.700","","0.000","-99.000","-99.000","-99.000","25.000","","18.400",""
"C0Z280","2020-02-15 10:00:00","224.000","110.000","1.000","23.500","0.930","993.900","","0.000","-99.000","-99.000","-99.000","23.500","","20.000",""
"C0Z070","2020-02-15 10:00:00","247.000","125.000","0.800","24.100","0.850","989.800","","0.000","-99.000","-99.000","-99.000","24.100","","19.900",""
"CM0180","2020-02-15 10:00:00","313.000","126.000","0.700","28.300","0.490","982.000","","0.000","-99.000","-99.000","-99.000","28.300","","17.300",""
"C0T9N0","2020-02-15 10:00:00","261.000","84.000","1.000","23.800","0.730","988.800","","0.000","-99.000","-99.000","-99.000","23.800","","19.500",""
"C0K470","2020-02-15 10:00:00","97.000","7.000","1.500","25.900","0.660","1005.500","","0.000","-99.000","-99.000","-99.000","26.600","","18.500",""
"C0R720","2020-02-15 10:00:00","214.000","19.000","2.100","23.200","0.940","993.700","","3.000","-99.000","-99.000","-99.000","23.600","","22.200",""
"C0V650","2020-02-15 10:00:00","28.000","235.000","2.100","26.200","0.810","1015.300","","0.000","-99.000","-99.000","-99.000","27.000","","21.100",""
"C0H9C0","2020-02-15 10:00:00","3402.000","328.000","0.600","6.200","0.690","679.800","","0.000","-99.000","-99.000","-99.000","6.200","","2.000",""
"C0U780","2020-02-15 10:00:00","15.000","0.000","0.100","23.500","0.880","1016.800","","0.000","-99.000","-99.000","-99.000","23.500","","20.300",""
"C0U760","2020-02-15 10:00:00","22.000","165.000","0.800","25.700","0.760","1017.100","","0.000","-99.000","-99.000","-99.000","25.700","","20.300",""
"C0X290","2020-02-15 10:00:00","10.000","57.000","1.200","24.800","0.810","1015.600","","0.000","-99.000","-99.000","-99.000","24.800","","20.200",""
"C0E830","2020-02-15 10:00:00","37.000","358.000","2.500","21.400","0.860","1012.800","","0.000","-99.000","-99.000","-99.000","22.500","","19.200",""
"C0K330","2020-02-15 10:00:00","38.000","63.000","0.500","26.300","0.700","1012.100","","0.000","-99.000","-99.000","-99.000","26.300","","19.100",""
"C0M660","2020-02-15 10:00:00","40.000","68.000","1.300","26.100","0.710","1012.700","","0.000","-99.000","-99.000","-99.000","26.100","","19.400",""
"C0D580","2020-02-15 10:00:00","120.000","0.000","0.000","22.600","0.800","1003.400","","0.000","-99.000","-99.000","-99.000","23.100","","18.000",""
"C0R640","2020-02-15 10:00:00","21.000","141.000","2.000","27.600","0.720","1015.000","","0.000","-99.000","-99.000","-99.000","27.600","","22.400",""
"C0E810","2020-02-15 10:00:00","53.000","33.000","1.600","21.600","0.890","1011.800","","0.000","8.300","339.000","","21.600","","17.500",""
"C0G830","2020-02-15 10:00:00","27.000","92.000","1.300","25.300","0.740","1012.300","","0.000","-99.000","-99.000","-99.000","25.300","","19.200",""
"C0A550","2020-02-15 10:00:00","422.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G750","2020-02-15 10:00:00","31.000","90.000","0.800","26.600","0.660","1014.200","","0.000","-99.000","-99.000","-99.000","26.600","","19.000",""
"C0Z270","2020-02-15 10:00:00","343.000","0.000","0.000","21.900","0.900","979.700","","0.000","-99.000","-99.000","-99.000","21.900","","19.100",""
"C0UA30","2020-02-15 10:00:00","1397.000","97.000","1.400","18.700","0.880","865.100","","0.000","-99.000","-99.000","-99.000","18.700","","13.000",""
"C0I080","2020-02-15 10:00:00","536.000","335.000","0.500","23.900","0.590","959.400","","0.000","-99.000","-99.000","-99.000","23.900","","15.900",""
"C0UA00","2020-02-15 10:00:00","392.000","104.000","0.700","25.000","0.620","974.200","","0.000","-99.000","-99.000","-99.000","25.000","","17.100",""
"C0AD40","2020-02-15 10:00:00","32.000","38.000","1.100","24.500","0.680","1013.900","","0.000","-99.000","-99.000","-99.000","24.500","","18.500",""
"C0G900","2020-02-15 10:00:00","20.000","7.000","3.700","23.500","0.870","1013.900","","0.000","-99.000","-99.000","-99.000","24.600","","20.000",""
"C0S660","2020-02-15 10:00:00","794.000","88.000","1.000","22.500","0.610","931.400","","0.000","-99.000","-99.000","-99.000","22.500","","14.100",""
"C0M640","2020-02-15 10:00:00","155.000","8.000","0.800","26.300","0.680","998.800","","0.000","-99.000","-99.000","-99.000","26.300","","19.400",""
"C0R660","2020-02-15 10:00:00","20.000","357.000","2.200","27.200","0.670","1015.100","","0.000","-99.000","-99.000","-99.000","27.400","","21.500",""
"C0UA10","2020-02-15 10:00:00","1711.000","0.000","0.200","17.800","0.940","836.000","","0.000","-99.000","-99.000","-99.000","17.800","","10.000",""
"C0V770","2020-02-15 10:00:00","26.000","133.000","0.900","28.400","0.620","1013.400","","0.000","-99.000","-99.000","-99.000","28.400","","21.600",""
"C0E730","2020-02-15 10:00:00","26.000","42.000","0.500","22.700","0.740","1012.900","","0.000","-99.000","-99.000","-99.000","22.700","","19.300",""
"C0V810","2020-02-15 10:00:00","32.000","164.000","2.500","27.500","0.990","1011.800","","0.000","8.700","166.000","","27.500","","22.700",""
"C0A9C0","2020-02-15 10:00:00","35.000","252.000","1.600","23.200","0.770","1014.200","","0.000","-99.000","-99.000","-99.000","23.600","","18.900",""
"C0X310","2020-02-15 10:00:00","9.000","345.000","1.800","24.600","0.800","1016.600","","0.000","-99.000","-99.000","-99.000","24.600","","20.200",""
"C0K280","2020-02-15 10:00:00","23.000","80.000","1.400","27.100","0.730","1016.300","","0.000","-99.000","-99.000","-99.000","27.100","","18.400",""
"C0M650","2020-02-15 10:00:00","20.000","61.000","1.100","25.800","0.740","1014.900","","0.000","-99.000","-99.000","-99.000","25.800","","19.500",""
"C0S910","2020-02-15 10:00:00","212.000","298.000","0.300","26.500","0.990","995.200","","0.000","-99.000","-99.000","-99.000","27.000","","22.700",""
"C0D570","2020-02-15 10:00:00","15.000","354.000","1.400","22.700","0.820","1015.800","","0.000","-99.000","-99.000","-99.000","22.700","","18.200",""
"C0M710","2020-02-15 10:00:00","15.000","105.000","1.100","25.900","0.760","1015.200","","0.000","-99.000","-99.000","-99.000","25.900","","19.500",""
"C0V490","2020-02-15 10:00:00","20.000","155.000","1.300","28.300","0.670","1014.400","","0.000","7.300","184.000","","28.300","","23.100",""
"C0E870","2020-02-15 10:00:00","34.000","19.000","1.800","20.900","0.910","1015.300","","0.000","-99.000","-99.000","-99.000","21.500","","18.100",""
"C0M800","2020-02-15 10:00:00","440.000","0.000","0.200","23.400","0.620","967.800","","0.000","-99.000","-99.000","-99.000","23.400","","17.000",""
"C0A570","2020-02-15 10:00:00","360.000","67.000","0.300","20.400","0.930","977.100","","0.000","-99.000","-99.000","-99.000","20.400","","16.100",""
"C0S790","2020-02-15 10:00:00","236.000","261.000","1.800","23.300","0.770","992.800","","0.000","-99.000","-99.000","-99.000","24.600","","21.000",""
"C0D590","2020-02-15 10:00:00","143.000","45.000","3.200","20.800","0.860","1002.000","","0.000","-99.000","-99.000","-99.000","20.900","","17.400",""
"C0U990","2020-02-15 10:00:00","31.000","156.000","0.700","23.700","0.770","1015.500","","0.000","-99.000","-99.000","-99.000","23.700","","20.100",""
"C0M700","2020-02-15 10:00:00","150.000","53.000","0.500","27.500","0.620","1000.200","","0.000","-99.000","-99.000","-99.000","27.500","","18.600",""
"C0A970","2020-02-15 10:00:00","96.000","341.000","1.100","22.700","0.990","1008.000","","0.000","-99.000","-99.000","-99.000","22.900","","16.700",""
"CM0110","2020-02-15 10:00:00","7.000","33.000","1.500","25.700","0.650","1016.500","","-99.000","-99.000","-99.000","-99.000","25.700","","19.700",""
"C0S940","2020-02-15 10:00:00","150.000","29.000","2.200","24.400","0.830","1000.700","","0.000","-99.000","-99.000","-99.000","25.000","","21.100",""
"C0X250","2020-02-15 10:00:00","33.000","43.000","1.900","25.500","0.780","1013.100","","0.000","-99.000","-99.000","-99.000","25.500","","20.200",""
"C0K520","2020-02-15 10:00:00","10.000","116.000","1.400","25.900","0.730","1014.800","","0.000","-99.000","-99.000","-99.000","25.900","","19.000",""
"C0Z200","2020-02-15 10:00:00","153.000","91.000","1.600","23.600","0.790","1001.800","","0.000","-99.000","-99.000","-99.000","23.600","","19.700",""
"C0V740","2020-02-15 10:00:00","60.000","39.000","1.300","27.200","0.650","1010.800","","0.000","-99.000","-99.000","-99.000","27.200","","20.000",""
"C0V790","2020-02-15 10:00:00","410.000","34.000","1.300","24.100","0.580","969.800","","0.000","-99.000","-99.000","-99.000","24.900","","18.300",""
"C0G860","2020-02-15 10:00:00","45.000","156.000","1.600","27.000","0.660","1010.800","","0.000","-99.000","-99.000","-99.000","27.400","","19.800",""
"C0F0A0","2020-02-15 10:00:00","3587.000","41.000","3.600","4.900","0.790","666.100","","0.000","-99.000","-99.000","-99.000","5.400","","2.000",""
"C0Z250","2020-02-15 10:00:00","1124.000","0.000","0.200","17.900","0.990","894.500","","0.500","-99.000","-99.000","-99.000","18.200","","14.800",""
"C0K440","2020-02-15 10:00:00","35.000","73.000","0.900","25.300","0.730","1013.100","","0.000","-99.000","-99.000","-99.000","25.300","","19.200",""
"C0T900","2020-02-15 10:00:00","160.000","124.000","1.100","25.400","0.630","998.500","","0.000","-99.000","-99.000","-99.000","25.900","","19.500",""
"C0F9V0","2020-02-15 10:00:00","525.000","169.000","3.200","24.100","0.760","957.800","","0.000","-99.000","-99.000","-99.000","24.100","","18.300",""
"C0UA20","2020-02-15 10:00:00","2619.000","199.000","2.200","10.600","0.610","-99.000","","0.000","-99.000","-99.000","-99.000","11.000","","6.500",""
"C0M850","2020-02-15 10:00:00","695.000","0.000","0.000","22.500","0.740","938.700","","0.000","-99.000","-99.000","-99.000","22.500","","16.800",""
"C0C620","2020-02-15 10:00:00","19.000","8.000","2.100","22.800","0.820","1014.300","","0.000","-99.000","-99.000","-99.000","22.800","","18.500",""
"C0I360","2020-02-15 10:00:00","300.000","155.000","1.200","25.000","0.560","982.000","","0.000","-99.000","-99.000","-99.000","25.000","","18.200",""
"C0M810","2020-02-15 10:00:00","1354.000","320.000","0.900","18.300","0.800","869.900","","0.000","-99.000","-99.000","-99.000","18.300","","14.000",""
"C0AC80","2020-02-15 10:00:00","40.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"CM0140","2020-02-15 10:00:00","26.000","93.000","1.500","25.600","0.690","1015.800","","0.000","-99.000","-99.000","-99.000","25.900","","23.300",""
"C0SA20","2020-02-15 10:00:00","857.000","218.000","1.600","21.600","0.870","923.400","","0.000","-99.000","-99.000","-99.000","21.700","","17.500",""
"C0K490","2020-02-15 10:00:00","91.000","52.000","0.900","26.800","0.620","1006.100","","0.000","-99.000","-99.000","-99.000","26.800","","18.900",""
"C0V820","2020-02-15 10:00:00","441.000","25.000","0.700","25.700","0.580","969.200","","0.000","-99.000","-99.000","-99.000","25.700","","17.200",""
"C0S810","2020-02-15 10:00:00","65.000","43.000","1.900","26.800","0.750","1013.500","","0.000","-99.000","-99.000","-99.000","26.800","","21.200",""
"C0R580","2020-02-15 10:00:00","10.000","2.000","1.500","26.800","0.720","1015.300","","0.000","-99.000","-99.000","-99.000","26.800","","21.000",""
"C0Z330","2020-02-15 10:00:00","488.000","315.000","0.600","22.400","0.820","964.900","","0.000","-99.000","-99.000","-99.000","22.400","","18.600",""
"C0E590","2020-02-15 10:00:00","40.000","12.000","1.000","23.200","0.810","1011.800","","0.000","-99.000","-99.000","-99.000","23.200","","17.800",""
"C0D540","2020-02-15 10:00:00","227.000","24.000","0.500","24.400","0.710","992.000","","0.000","-99.000","-99.000","-99.000","24.400","","17.000",""
"C0K420","2020-02-15 10:00:00","42.000","90.000","0.300","27.000","0.660","1011.900","","0.000","-99.000","-99.000","-99.000","27.000","","19.100",""
"C0Z180","2020-02-15 10:00:00","34.000","107.000","1.400","25.600","0.700","1014.000","","0.000","-99.000","-99.000","-99.000","25.700","","21.600",""
"C0M720","2020-02-15 10:00:00","225.000","259.000","0.700","25.800","0.660","991.000","","0.000","-99.000","-99.000","-99.000","26.000","","19.400",""
"C0V450","2020-02-15 10:00:00","51.000","178.000","3.000","27.400","0.690","1010.200","","0.000","-99.000","-99.000","-99.000","27.400","","20.500",""
"C0R280","2020-02-15 10:00:00","242.000","47.000","1.300","24.100","0.930","990.400","","1.000","-99.000","-99.000","-99.000","24.100","","21.300",""
"C0E610","2020-02-15 10:00:00","850.000","0.000","0.000","20.100","0.780","923.500","","0.000","-99.000","-99.000","-99.000","20.300","","16.900",""
"C0V610","2020-02-15 10:00:00","22.000","209.000","2.900","27.200","0.770","1013.900","","0.000","-99.000","-99.000","-99.000","27.200","","21.600",""
"C0Z310","2020-02-15 10:00:00","59.000","178.000","0.700","24.900","0.760","1011.900","","0.000","-99.000","-99.000","-99.000","26.000","","21.200",""
"C0S700","2020-02-15 10:00:00","507.000","75.000","0.700","27.000","0.660","962.100","","0.000","-99.000","-99.000","-99.000","27.000","","19.000",""
"C0T9G0","2020-02-15 10:00:00","605.000","0.000","0.200","23.600","1.000","952.100","","0.000","-99.000","-99.000","-99.000","23.600","","17.700",""
"C0U520","2020-02-15 10:00:00","517.000","0.000","0.100","21.800","0.990","962.000","","0.000","-99.000","-99.000","-99.000","21.800","","16.700",""
"C0E750","2020-02-15 10:00:00","62.000","25.000","1.400","21.000","0.840","1011.200","","0.000","-99.000","-99.000","-99.000","22.200","","18.800",""
"C0G660","2020-02-15 10:00:00","27.000","107.000","1.100","27.700","0.680","1015.400","","0.000","-99.000","-99.000","-99.000","27.700","","19.000",""
"C0W140","2020-02-15 10:00:00","21.000","80.000","3.900","19.900","0.830","1016.000","","0.000","-99.000","-99.000","-99.000","20.000","","16.100",""
"C0U720","2020-02-15 10:00:00","1260.000","87.000","1.300","19.900","0.990","891.300","","0.000","-99.000","-99.000","-99.000","19.900","","13.200",""
"C0R690","2020-02-15 10:00:00","248.000","136.000","1.700","24.000","0.940","988.900","","0.000","-99.000","-99.000","-99.000","24.000","","21.700",""
"C0X150","2020-02-15 10:00:00","18.000","359.000","0.600","26.900","0.760","1016.100","","0.000","-99.000","-99.000","-99.000","26.900","","20.500",""
"C0Z050","2020-02-15 10:00:00","830.000","120.000","0.400","21.600","0.590","927.500","","0.000","-99.000","-99.000","-99.000","21.600","","15.200",""
"C0I490","2020-02-15 10:00:00","1601.000","274.000","0.700","19.900","0.640","845.700","","0.000","-99.000","-99.000","-99.000","19.900","","13.000",""
"C0I090","2020-02-15 10:00:00","910.000","11.000","1.400","20.500","0.850","917.000","","0.000","-99.000","-99.000","-99.000","20.700","","16.400",""
"C0X240","2020-02-15 10:00:00","394.000","353.000","0.400","24.900","0.730","973.000","","0.000","-99.000","-99.000","-99.000","24.900","","17.200",""
"C0S990","2020-02-15 10:00:00","409.000","12.000","1.600","21.700","0.990","972.500","","13.000","-99.000","-99.000","-99.000","22.100","","21.200",""
"C0E850","2020-02-15 10:00:00","104.000","253.000","0.700","22.600","0.810","1004.900","","0.000","-99.000","-99.000","-99.000","22.600","","18.000",""
"C0T9B0","2020-02-15 10:00:00","558.000","137.000","1.900","22.400","0.770","956.300","","0.000","-99.000","-99.000","-99.000","22.600","","18.000",""
"C0G650","2020-02-15 10:00:00","34.000","347.000","0.400","28.200","0.660","1012.700","","0.000","-99.000","-99.000","-99.000","28.200","","19.200",""
"C0K580","2020-02-15 10:00:00","26.000","68.000","1.000","26.600","0.860","1015.200","","0.000","-99.000","-99.000","-99.000","26.600","","19.100",""
"C0X050","2020-02-15 10:00:00","25.000","29.000","1.200","27.800","0.720","1012.700","","0.000","-99.000","-99.000","-99.000","27.800","","18.500",""
"CM0100","2020-02-15 10:00:00","25.000","63.000","2.200","22.400","0.710","1014.400","","0.000","-99.000","-99.000","-99.000","22.400","","19.200",""
"C0AC70","2020-02-15 10:00:00","71.000","86.000","0.400","22.900","0.800","1009.200","","0.000","-99.000","-99.000","-99.000","22.900","","18.600",""
"CM0130","2020-02-15 10:00:00","11.000","332.000","1.600","24.500","0.770","1016.500","","0.000","-99.000","-99.000","-99.000","24.500","","21.000",""
"C0R670","2020-02-15 10:00:00","26.000","79.000","1.000","28.900","0.640","1015.200","","0.000","-99.000","-99.000","-99.000","28.900","","23.100",""
"C0X120","2020-02-15 10:00:00","28.000","3.000","1.200","26.200","0.750","1014.800","","0.000","-99.000","-99.000","-99.000","26.200","","20.500",""
"C0R100","2020-02-15 10:00:00","1006.000","68.000","1.000","-99.000","-99.000","906.900","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0C700","2020-02-15 10:00:00","151.000","340.000","0.700","20.800","0.820","1000.700","","0.000","-99.000","-99.000","-99.000","21.100","","17.600",""
"CM0190","2020-02-15 10:00:00","280.000","221.000","1.900","24.000","0.700","986.500","","0.000","-99.000","-99.000","-99.000","25.300","","18.000",""
"C0W130","2020-02-15 10:00:00","18.000","52.000","3.300","23.500","0.820","1013.700","","0.000","-99.000","-99.000","-99.000","23.500","","20.400",""
"C0F9R0","2020-02-15 10:00:00","20.000","0.000","0.100","24.000","0.990","1015.700","","0.000","-99.000","-99.000","-99.000","25.600","","19.300",""
"C0V660","2020-02-15 10:00:00","25.000","19.000","0.900","28.100","0.700","1014.800","","0.000","-99.000","-99.000","-99.000","28.100","","21.500",""
"C0G780","2020-02-15 10:00:00","27.000","152.000","0.600","27.000","0.690","1013.800","","0.000","-99.000","-99.000","-99.000","27.000","","20.100",""
"C0C590","2020-02-15 10:00:00","72.000","25.000","2.000","21.300","0.800","1008.900","","0.000","-99.000","-99.000","-99.000","21.400","","17.400",""
"C0M790","2020-02-15 10:00:00","15.000","38.000","0.700","26.000","0.710","1013.900","","0.000","-99.000","-99.000","-99.000","26.000","","19.600",""
"C0R130","2020-02-15 10:00:00","1040.000","271.000","0.800","19.800","0.680","900.900","","0.000","-99.000","-99.000","-99.000","22.800","","17.000",""
"C0AH30","2020-02-15 10:00:00","755.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X170","2020-02-15 10:00:00","50.000","192.000","0.300","27.700","0.700","1010.500","","0.000","-99.000","-99.000","-99.000","27.700","","20.100",""
"C0K291","2020-02-15 10:00:00","8.000","65.000","0.800","26.000","0.760","1016.200","","0.000","-99.000","-99.000","-99.000","26.000","","19.200",""
"C0D480","2020-02-15 10:00:00","223.000","358.000","0.300","23.700","0.800","990.900","","0.000","-99.000","-99.000","-99.000","23.700","","18.100",""
"C0F0C0","2020-02-15 10:00:00","983.000","188.000","1.500","21.100","0.850","908.200","","0.000","-99.000","-99.000","-99.000","21.100","","15.700",""
"C0U860","2020-02-15 10:00:00","5.000","105.000","0.700","22.500","0.850","1017.700","","0.000","-99.000","-99.000","-99.000","22.500","","19.300",""
"C0UA50","2020-02-15 10:00:00","808.000","0.000","0.000","18.800","0.940","927.800","","0.000","-99.000","-99.000","-99.000","20.100","","16.200",""
"C0X320","2020-02-15 10:00:00","30.000","342.000","0.600","27.500","0.690","1012.600","","0.000","-99.000","-99.000","-99.000","27.700","","18.200",""
"C0T960","2020-02-15 10:00:00","120.000","155.000","1.100","25.400","0.770","1004.600","","0.000","-99.000","-99.000","-99.000","25.400","","20.600",""
"C0SA80","2020-02-15 10:00:00","136.000","229.000","0.600","23.000","0.920","1002.600","","1.500","-99.000","-99.000","-99.000","23.100","","19.900",""
"C0E780","2020-02-15 10:00:00","160.000","0.000","0.200","22.500","0.850","998.700","","0.000","-99.000","-99.000","-99.000","24.900","","18.000",""
"C0F9Q0","2020-02-15 10:00:00","149.000","346.000","3.600","24.100","0.790","999.200","","0.000","-99.000","-99.000","-99.000","25.300","","19.100",""
"C0F9X0","2020-02-15 10:00:00","166.000","175.000","2.000","24.700","0.710","997.900","","0.000","-99.000","-99.000","-99.000","24.700","","19.000",""
"C0F0D0","2020-02-15 10:00:00","3171.000","163.000","2.800","11.400","0.550","700.800","","0.000","-99.000","-99.000","-99.000","11.400","","3.700",""
"C0S730","2020-02-15 10:00:00","110.000","16.000","1.300","23.100","1.000","1005.900","","21.500","-99.000","-99.000","-99.000","24.100","","22.200",""
"C0T790","2020-02-15 10:00:00","2830.000","134.000","2.500","15.600","0.490","730.400","","0.000","-99.000","-99.000","-99.000","15.600","","7.800",""
"C0M830","2020-02-15 10:00:00","540.000","153.000","0.800","24.700","0.600","957.400","","0.000","-99.000","-99.000","-99.000","24.700","","16.300",""
"C0V750","2020-02-15 10:00:00","50.000","132.000","1.000","27.600","0.720","1011.900","","0.000","-99.000","-99.000","-99.000","27.800","","21.300",""
"C0K530","2020-02-15 10:00:00","12.000","83.000","0.800","26.000","0.720","1015.500","","0.000","-99.000","-99.000","-99.000","26.000","","19.100",""
"C0M780","2020-02-15 10:00:00","30.000","50.000","0.400","26.200","0.710","1013.700","","0.000","-99.000","-99.000","-99.000","26.200","","19.400",""
"C0V360","2020-02-15 10:00:00","94.000","240.000","1.300","27.900","0.620","1005.600","","0.000","-99.000","-99.000","-99.000","27.900","","17.200",""
